sr_no,date,startup_name,industry_vertical,subvertical,city_location,investors_name,investment_type,amount_in_usd,remarks,city_clean,industry_clean,amount_clean,date_clean
1678,4/5/2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",,Singapore,Technology,500000,5/4/2016
1679,4/5/2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",,New Delhi,Technology,500000,5/4/2016
1680,4/5/2016,Indee,Consumer Internet,Web Video Streaming Platform,Bengaluru,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",,Bengaluru,Consumer Internet,500000,5/4/2016
1681,5/5/2016,Unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,,,New Delhi,Technology,,5/5/2016
1682,5/5/2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bengaluru,Group of undisclosed Angel Investors & HNIs,Seed Funding,"3,75,000",,Bengaluru,Consumer Internet,375000,5/5/2016
1683,6/5/2016,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,"10,00,000",,Lucknow,Education,1000000,5/6/2016
1684,6/5/2016,Meesho,eCommerce,Social commerce platform,Bengaluru,Rajul Garg & Others,Seed Funding,,,Bengaluru,E-Commerce,,5/6/2016
1685,7/5/2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,"75,000",,Hyderabad,Logistics,75000,5/7/2016
1686,9/5/2016,Locus,Technology,Logistics Intelligence platform,Bengaluru,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,"27,50,000",,Bengaluru,Technology,2750000,5/9/2016
1687,9/5/2016,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bengaluru,"Roopak Saluja, Vishal Khare",Seed Funding,"4,50,000",,Bengaluru,Consumer Internet,450000,5/9/2016
1688,9/5/2016,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,"2,50,000",,New Delhi,E-Commerce,250000,5/9/2016
1689,10/5/2016,HealthifyMe,Consumer Internet,Health & Fitness App,Bengaluru,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,"60,00,000",,Bengaluru,Consumer Internet,6000000,5/10/2016
1690,10/5/2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,"15,00,000",,Chennai,Consumer Internet,1500000,5/10/2016
1691,10/5/2016,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,"1,80,00,000",,Chennai,Technology,18000000,5/10/2016
1692,10/5/2016,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,"15,00,000",,Mumbai,E-Commerce,1500000,5/10/2016
1693,10/5/2016,Swiggy,Consumer Internet,Food Delivery Platform,Bengaluru,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,"70,00,000",,Bengaluru,Consumer Internet,7000000,5/10/2016
1694,11/5/2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bengaluru,Undisclosed Investors,Private Equity,"9,00,000",,Bengaluru,Consumer Internet,900000,5/11/2016
1695,11/5/2016,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurugram,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,,,Gurugram,Consumer Internet,,5/11/2016
1696,11/5/2016,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,"10,00,00,000",,Mumbai,Technology,100000000,5/11/2016
1697,12/5/2016,Unacademy,Consumer Internet,Free Online Education Platform,Bengaluru,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,"5,00,000",,Bengaluru,Consumer Internet,500000,5/12/2016
1698,12/5/2016,Capital Float,Consumer Internet,Online Lending Platform,Bengaluru,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,"2,50,00,000",,Bengaluru,Consumer Internet,25000000,5/12/2016
1699,12/5/2016,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,"1,50,000",,Hyderabad,Healthcare,150000,5/12/2016
1700,12/5/2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,,,Jaipur,Consumer Internet,,5/12/2016
1701,12/5/2016,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,,,Kanpur,Consumer Internet,,5/12/2016
1702,12/5/2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Bengaluru,"Phanindra Sama, Raghunandan G,",Seed Funding,,,Bengaluru,Consumer Internet,,5/12/2016
1703,12/5/2016,Derbii,Logistics,Carpooling Services,Gurugram,Anurag Chauhan,Seed Funding,,,Gurugram,Logistics,,5/12/2016
1704,13/05/2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,"1,35,00,000",,Chennai,Consumer Internet,13500000,5/13/2016
1705,13/05/2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,"22,00,000",,Mumbai,Logistics,2200000,5/13/2016
1706,16/05/2016,Smartivity,eCommerce,Smart Learning products,New Delhi,"S Chand, AdvantEdge Partners",Private Equity,"10,00,000",,New Delhi,E-Commerce,1000000,5/16/2016
1707,16/05/2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,,,Mumbai,Consumer Internet,,5/16/2016
1708,17/05/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,,,Mumbai,Consumer Internet,,5/17/2016
1709,17/05/2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurugram,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,,,Gurugram,Consumer Internet,,5/17/2016
1710,17/05/2016,Blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,,,Mumbai,E-Commerce,,5/17/2016
1711,18/05/2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bengaluru,YourNest Angel Fund,Seed Funding,"2,50,000",,Bengaluru,Consumer Internet,250000,5/18/2016
1712,18/05/2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,"1,00,000",,Trivandrum,Consumer Internet,100000,5/18/2016
1713,18/05/2016,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,,,Pune,Education,,5/18/2016
1714,18/05/2016,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,"1,00,00,000",,Mumbai,Education,10000000,5/18/2016
1715,18/05/2016,BhiveWorkspace,Reality,Co-Working Spaces,Bengaluru,Blume Ventures,Private Equity,"10,00,000",,Bengaluru,Reality,1000000,5/18/2016
1716,18/05/2016,Parentlane,Consumer Internet,Parenting & Child Care app,Bengaluru,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,,,Bengaluru,Consumer Internet,,5/18/2016
1717,19/05/2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,"10,00,000",,Mumbai,Consumer Internet,1000000,5/19/2016
1718,19/05/2016,Niki.ai,Technology,Artificial Intelligence Platform,Bengaluru,Ratan Tata,Private Equity,,,Bengaluru,Technology,,5/19/2016
1719,19/05/2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,"5,00,000",,New Delhi,Consumer Internet,500000,5/19/2016
1720,19/05/2016,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,"5,00,000",,New Delhi,Consumer Internet,500000,5/19/2016
1721,20/05/2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,"3,00,000",,Noida,Consumer Internet,300000,5/20/2016
1722,23/05/2016,EduRev,Consumer Internet,Online Learning Platform,Gurugram,Pradeep Reddy Kamasan,Seed Funding,,,Gurugram,Consumer Internet,,5/23/2016
1723,23/05/2016,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,"89,000",,New Delhi,Consumer Internet,89000,5/23/2016
1724,24/05/2016,Eatonomist,Consumer Internet,Food Delivery Platform,Gurugram,MCube Capital Advisors Pvt Ltd,Seed Funding,,,Gurugram,Consumer Internet,,5/24/2016
1725,24/05/2016,Goalwise,Consumer Internet,Online investment platform,Bengaluru,Undisclosed HNIs,Seed Funding,"10,00,000",,Bengaluru,Consumer Internet,1000000,5/24/2016
1726,25/05/2016,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,,,New Delhi,Consumer Internet,,5/25/2016
1727,25/05/2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bengaluru,Gray Matters Capital,Private Equity,"15,00,000",,Bengaluru,Healthcare,1500000,5/25/2016
1728,25/05/2016,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,"1,00,000",,Pune,Technology,100000,5/25/2016
1729,25/05/2016,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,,,New Delhi,Consumer Internet,,5/25/2016
1730,26/05/2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bengaluru,"FF Angel, Sequoia Capital",Private Equity,"20,00,000",,Bengaluru,Consumer Internet,2000000,5/26/2016
1731,26/05/2016,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,,,New Delhi,Healthcare,,5/26/2016
1732,26/05/2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,"4,75,000",,New Delhi,Consumer Internet,475000,5/26/2016
1733,27/05/2016,Pianta,Consumer Internet,Online healthcare service discovery platform,Bengaluru,"Kunal Shah, Sandeep Tandon",Seed Funding,,,Bengaluru,Consumer Internet,,5/27/2016
1734,30/05/2016,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,"2,00,000",,Mumbai,Technology,200000,5/30/2016
1735,31/05/2016,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,,,New Delhi,Consumer Internet,,5/31/2016
1736,31/05/2016,Koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,"44,00,000",,New Delhi,E-Commerce,4400000,5/31/2016
1737,31/05/2016,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,"89,00,000",,Mumbai,Consumer Internet,8900000,5/31/2016
1738,31/05/2016,1mg,eCommerce,Online Pharmacy,Gurugram,HBM Healthcare Investments,Private Equity,,,Gurugram,E-Commerce,,5/31/2016
1739,31/05/2016,Tpot,Food & Beverage,QSR Chain,Gurugram,Ashish Gupta,Seed Funding,,,Gurugram,Food & Beverage,,5/31/2016
1740,31/05/2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,"1,75,000",,Mumbai,Consumer Internet,175000,5/31/2016
1741,1/4/2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,"27,00,000",,Bengaluru,Consumer Internet,2700000,4/1/2016
1742,1/4/2016,PicsDream,Consumer Internet,Online Marketplace for Photographers,New Delhi,Raman Roy,Seed Funding,,,New Delhi,Consumer Internet,,4/1/2016
1743,1/4/2016,Process 9,Consumer Internet,online translation and transliteration,Gurugram,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,,,Gurugram,Consumer Internet,,4/1/2016
1744,4/4/2016,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,,,Mumbai,Consumer Internet,,4/4/2016
1745,4/4/2016,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,,,Pune,Food & Beverage,,4/4/2016
1746,4/4/2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,"2,50,00,000",,Mumbai,Consumer Internet,25000000,4/4/2016
1747,4/4/2016,Highway Delite,Consumer Internet,Various Highway Help Services,Bengaluru,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,,,Bengaluru,Consumer Internet,,4/4/2016
1748,5/4/2016,Cult Fitness,Healthcare,Healthcare training programs,Bengaluru,Mukesh Bansal,Seed Funding,,,Bengaluru,Healthcare,,4/5/2016
1749,5/4/2016,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,,,Mumbai,Technology,,4/5/2016
1750,5/4/2016,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,,,Mumbai,Consumer Internet,,4/5/2016
1751,6/4/2016,Shipsy,Logistics,Logistics Solutions,Gurugram,DTDC Express Ltd,Private Equity,"10,00,000",,Gurugram,Logistics,1000000,4/6/2016
1752,6/4/2016,gear6,Consumer Internet,Online bike service and repairs platform,Bengaluru,Ninestarter,Seed Funding,"5,00,000",,Bengaluru,Consumer Internet,500000,4/6/2016
1753,6/4/2016,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,"60,00,000",,Mumbai,Consumer Internet,6000000,4/6/2016
1754,6/4/2016,Petoo,Consumer Internet,Online Food Delivery Platform,Bengaluru,Axilor Ventures,Private Equity,"10,00,000",,Bengaluru,Consumer Internet,1000000,4/6/2016
1755,7/4/2016,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,,,London,Consumer Internet,,4/7/2016
1756,8/4/2016,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"IDG, Indian Angel Network",Seed Funding,,,New Delhi,Consumer Internet,,4/8/2016
1757,8/4/2016,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,,,Chennai,Education,,4/8/2016
1758,8/4/2016,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,"40,000",,New Delhi,Consumer Internet,40000,4/8/2016
1759,11/4/2016,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,"2,00,000",,Mumbai,Consumer Internet,200000,4/11/2016
1760,11/4/2016,Vegfru,eCommerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,,,New Delhi,E-Commerce,,4/11/2016
1761,11/4/2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,"10,00,00,000",,New Delhi,Consumer Internet,100000000,4/11/2016
1762,11/4/2016,PriceRaja,Consumer Internet,Price Comparison Portal,Gurugram,Prashant Puri,Seed Funding,"3,00,000",,Gurugram,Consumer Internet,300000,4/11/2016
1763,12/4/2016,MagicX,Consumer Internet,On-Demand Task Management App,Bengaluru,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,"10,00,000",,Bengaluru,Consumer Internet,1000000,4/12/2016
1764,12/4/2016,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,,,Mumbai,Consumer Internet,,4/12/2016
1765,12/4/2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,,,Mumbai,Finance,,4/12/2016
1766,12/4/2016,Indi.com,Consumer Internet,Video Social Network,,Anil Kapoor,Seed Funding,,,Unknown,Consumer Internet,,4/12/2016
1767,13/04/2016,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,"10,00,000",,New Delhi,Consumer Internet,1000000,4/13/2016
1768,13/04/2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,"1,50,000",,Pune,Consumer Internet,150000,4/13/2016
1769,13/04/2016,Hippily,eCommerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,"2,50,000",,Mumbai,E-Commerce,250000,4/13/2016
1770,13/04/2016,kredX,eCommerce,Invoice discounting\\xc2\\xa0 Marketplace,Bengaluru,"Prime Venture Partners,",Seed Funding,"7,50,000",,Bengaluru,E-Commerce,750000,4/13/2016
1771,14/04/2016,Wedwise,Consumer Internet,Wedding related services community,New Delhi,StartUp Equity Partners,Seed Funding,,,New Delhi,Consumer Internet,,4/14/2016
1772,14/04/2016,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,"1,00,000",,Mumbai,Technology,100000,4/14/2016
1773,15/04/2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,,,Noida,Consumer Internet,,4/15/2016
1774,15/04/2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,"10,00,000",,New Delhi,Consumer Internet,1000000,4/15/2016
1775,15/04/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,,,Jaipur,Consumer Internet,,4/15/2016
1776,15/04/2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,"1,50,00,000",,New Delhi,Consumer Internet,15000000,4/15/2016
1777,15/04/2016,Organicshop,eCommerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,,,Jaipur,E-Commerce,,4/15/2016
1778,15/04/2016,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,,,Noida,Consumer Internet,,4/15/2016
1779,15/04/2016,NestAway,Consumer Internet,Furnished Home Rental Platform,Bengaluru,Tiger Global,Private Equity,"3,00,00,000",,Bengaluru,Consumer Internet,30000000,4/15/2016
1780,15/04/2016,Tapchief,Consumer Internet,Expert Advice Platform,Bengaluru,Vijay Shekhar Sharma,Seed Funding,"1,50,000",,Bengaluru,Consumer Internet,150000,4/15/2016
1781,18/04/2016,Rapido,Consumer Internet,Bike Aggregator App,Bengaluru,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,,,Bengaluru,Consumer Internet,,4/18/2016
1782,18/04/2016,Yufta,eCommerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bengaluru,Ajay Data & other HNIs,Seed Funding,,,Bengaluru,E-Commerce,,4/18/2016
1783,18/04/2016,Smytten,eCommerce,Online Discovery and Shopping Platform,Gurugram,Rajan Anandan,Seed Funding,,,Gurugram,E-Commerce,,4/18/2016
1784,18/04/2016,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,,,Jaipur,Consumer Internet,,4/18/2016
1785,18/04/2016,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,"1,00,00,000",,Chandigarh,Consumer Internet,10000000,4/18/2016
1786,18/04/2016,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,,,Pune,Automobile,,4/18/2016
1787,19/04/2016,Betaout,eCommerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,"15,00,000",,Noida,E-Commerce,1500000,4/19/2016
