"sr_no","date_clean","startup_name","industry_clean","subvertical","city_clean","investors_name","investment_type","amount_clean"
"1726","5/25/2016","Roast","Consumer Internet","Mobile entertainment App","New Delhi","Indian Angel Network","Seed Funding",""
"1727","5/25/2016","Address Health","Healthcare","Pediatric Primary Healthcare Network","Bengaluru","Gray Matters Capital","Private Equity","1500000.0"
"1728","5/25/2016","Arcatron Mobility","Technology","Mobility Devices for differently abled","Pune","Sudhir Mehta","Seed Funding","100000.0"
"1729","5/25/2016","SheThePeople","Consumer Internet","Digital platform for Women","New Delhi","Anand Mahindra","Seed Funding",""
"1730","5/26/2016","Cleartax","Consumer Internet","Online Income Tax Filing platform","Bengaluru","FF Angel, Sequoia Capital","Private Equity","2000000.0"
"1731","5/26/2016","Consure Medical","Healthcare","Medical Devices Kit manufacturer","New Delhi","Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners","Private Equity",""
"1732","5/26/2016","mChamp","Consumer Internet","Celebrity Entertainment Contest App","New Delhi","MoMagic Technologies","Seed Funding","475000.0"
"1733","5/27/2016","Pianta","Consumer Internet","Online healthcare service discovery platform","Bengaluru","Kunal Shah, Sandeep Tandon","Seed Funding",""
"1734","5/30/2016","Vahanalytics","Technology","Safe driving Analytics platform","Mumbai","Anirudh Damani, Vikram Lakhotia","Seed Funding","200000.0"
"1735","5/31/2016","Play Your Sport","Consumer Internet","Location based Sports & Fitness Discovery App","New Delhi","Ashish Gupta and other undisclosed investors","Seed Funding",""
"1736","5/31/2016","Koovs","E-Commerce","Apparel & Lifestyle eTailer","New Delhi","HT Media Ltd","Private Equity","4400000.0"
"1737","5/31/2016","CCavenue","Consumer Internet","Payment Gateway","Mumbai","NSI Infinium Global Pvt. Ltd","Private Equity","8900000.0"
"1738","5/31/2016","1mg","E-Commerce","Online Pharmacy","Gurugram","HBM Healthcare Investments","Private Equity",""
"1739","5/31/2016","Tpot","Food & Beverage","QSR Chain","Gurugram","Ashish Gupta","Seed Funding",""
"1740","5/31/2016","MachaDalo","Consumer Internet","Hyperlocal Advertising Platform","Mumbai","Undisclosed Investors","Seed Funding","175000.0"
"1741","4/1/2016","Dil Mil","Consumer Internet","Matchmaking Mobile App","Bengaluru","Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors","Private Equity","2700000.0"
"1742","4/1/2016","PicsDream","Consumer Internet","Online Marketplace for Photographers","New Delhi","Raman Roy","Seed Funding",""
"1743","4/1/2016","Process 9","Consumer Internet","online translation and transliteration","Gurugram","Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry","Seed Funding",""
"1744","4/4/2016","Housing","Consumer Internet","Real Estate Portal","Mumbai","Vineet Singh","Private Equity",""
"1745","4/4/2016","Roll Mafia","Food & Beverage","Rolls & Biryanis QSR chain","Pune","Equentia Natural Resource & Other undisclosed investors","Seed Funding",""
"1746","4/4/2016","Hungama","Consumer Internet","Digital Media Entertainment Portal","Mumbai","Xiaomi Inc","Private Equity","25000000.0"
"1747","4/4/2016","Highway Delite","Consumer Internet","Various Highway Help Services","Bengaluru","N.S. Raghavan Centre for Entrepreneurial Learning","Seed Funding",""
"1748","4/5/2016","Cult Fitness","Healthcare","Healthcare training programs","Bengaluru","Mukesh Bansal","Seed Funding",""
"1749","4/5/2016","Haptik","Technology","Personal Assistant App","Mumbai","Times Internet Ltd","Private Equity",""
"1750","4/5/2016","Servify","Consumer Internet","Gadget & Appliances Service App","Mumbai","Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH","Private Equity",""
"1751","4/6/2016","Shipsy","Logistics","Logistics Solutions","Gurugram","DTDC Express Ltd","Private Equity","1000000.0"
"1752","4/6/2016","gear6","Consumer Internet","Online bike service and repairs platform","Bengaluru","Ninestarter","Seed Funding","500000.0"
"1753","4/6/2016","MyGlamm","Consumer Internet","Mobile based on-demand Beauty Services platform","Mumbai","L\\xe2\\x80\\x99Occitane","Private Equity","6000000.0"
"1754","4/6/2016","Petoo","Consumer Internet","Online Food Delivery Platform","Bengaluru","Axilor Ventures","Private Equity","1000000.0"
"1755","4/7/2016","Truly Social","Consumer Internet","Mobile Gaming Studio","London","Nazara Technologies Pvt Ltd","Private Equity",""
"1756","4/8/2016","Little Black Book","Consumer Internet","Curated Food, event & Lifestyle guide","New Delhi","IDG, Indian Angel Network","Seed Funding",""
"1757","4/8/2016","Vahan","Education","Mobile Education Platform","Chennai","Villgro","Seed Funding",""
"1758","4/8/2016","imedilane","Consumer Internet","Online Health Diagnosis platform","New Delhi","Mahendra Patel, Nilender Chauhan","Seed Funding","40000.0"
"1759","4/11/2016","Living Local","Consumer Internet","Social discovery platform","Mumbai","Rattan Chadha","Seed Funding","200000.0"
"1760","4/11/2016","Vegfru","E-Commerce","Online Fruit & Vegetable Marketplace","New Delhi","Wingify","Seed Funding",""
"1761","4/11/2016","Oyo","Consumer Internet","Online Branded Budget Room Booking Service","New Delhi","Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery","Private Equity","100000000.0"
"1762","4/11/2016","PriceRaja","Consumer Internet","Price Comparison Portal","Gurugram","Prashant Puri","Seed Funding","300000.0"
"1763","4/12/2016","MagicX","Consumer Internet","On-Demand Task Management App","Bengaluru","Kris Gopalakrishnan, Dr. Ranjan Pai","Seed Funding","1000000.0"
"1764","4/12/2016","Happydemic","Consumer Internet","Artist Discovery & Booking platform","Mumbai","Shaan","Seed Funding",""
"1765","4/12/2016","LenDenClub","Finance","Peer-to-Peer Lending Platform","Mumbai","Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah","Seed Funding",""
"1766","4/12/2016","Indi.com","Consumer Internet","Video Social Network","Unknown","Anil Kapoor","Seed Funding",""
"1767","4/13/2016","Legalraasta","Consumer Internet","Online legal Services for Startups","New Delhi","Pravin Khandelwal, Yatin Kumar Jain","Seed Funding","1000000.0"
"1768","4/13/2016","RainCan","Consumer Internet","Subscription-based grocery delivery Mobile App","Pune","Dr. Aniruddha Malpani","Seed Funding","150000.0"
"1769","4/13/2016","Hippily","E-Commerce","Fashion ECommerce App","Mumbai","Dr. Sridhar Ramaswamy, Rakesh Mathur","Seed Funding","250000.0"
"1770","4/13/2016","kredX","E-Commerce","Invoice discounting\\xc2\\xa0 Marketplace","Bengaluru","Prime Venture Partners,","Seed Funding","750000.0"
"1771","4/14/2016","Wedwise","Consumer Internet","Wedding related services community","New Delhi","StartUp Equity Partners","Seed Funding",""
"1772","4/14/2016","BeaconsTalk","Technology","contextual mobile advertising","Mumbai","Rajeev Agrawal, Prashant Gooty","Seed Funding","100000.0"
"1773","4/15/2016","Deal 4Loans","Consumer Internet","Loan Comparison Portal","Noida","Ram Shriram, Neeraj Arora, Puru Vashishtha","Seed Funding",""
"1774","4/15/2016","RenewBuy","Consumer Internet","Online Car & Bike Insurance Comparison portal","New Delhi","Mount Nathan Advisors","Seed Funding","1000000.0"
"1775","4/15/2016","Blue Box Media","Consumer Internet","Online Tech Portals","Jaipur","Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari","Seed Funding",""
"1776","4/15/2016","Vyomo","Consumer Internet","On-Demand Beauty Service provider","New Delhi","Naturals Salon Chain","Private Equity","15000000.0"
"1777","4/15/2016","Organicshop","E-Commerce","Marketplace for organic products","Jaipur","Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain","Seed Funding",""
"1778","4/15/2016","MInd Your Fleet","Consumer Internet","Car Rental Software","Noida","Undisclosed Investors","Seed Funding",""
"1779","4/15/2016","NestAway","Consumer Internet","Furnished Home Rental Platform","Bengaluru","Tiger Global","Private Equity","30000000.0"
"1780","4/15/2016","Tapchief","Consumer Internet","Expert Advice Platform","Bengaluru","Vijay Shekhar Sharma","Seed Funding","150000.0"
"1781","4/18/2016","Rapido","Consumer Internet","Bike Aggregator App","Bengaluru","Pawan Munjal, AdvantEdge Partners, Astarc Ventures","Private Equity",""
"1782","4/18/2016","Yufta","E-Commerce","Women\\xe2\\x80\\x99s Fashion ECommerce Portal","Bengaluru","Ajay Data & other HNIs","Seed Funding",""
"1783","4/18/2016","Smytten","E-Commerce","Online Discovery and Shopping Platform","Gurugram","Rajan Anandan","Seed Funding",""
"1784","4/18/2016","Houssup","Consumer Internet","interior design and home furnishing portal","Jaipur","Mitin Patel, Gaurav Agarwal","Seed Funding",""
"1785","4/18/2016","Jugnoo","Consumer Internet","On-demand Delivery & Logistics platform","Chandigarh","Paytm & existing investors","Private Equity","10000000.0"
"1786","4/18/2016","Tork Motocycles","Automobile","Electric Motorcycle Manufacturer","Pune","Bhavish Aggarwal, Ankit Bhati","Seed Funding",""
"1787","4/19/2016","Betaout","E-Commerce","customer intelligence and marketing automation platform","Noida","Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels","Private Equity","1500000.0"
"1788","4/19/2016","DriversCart","Consumer Internet","on-demand chauffeur provider","Chennai","ah! Ventures","Seed Funding","450000.0"
"1789","4/19/2016","LensKart","E-Commerce","Eyewear etailing platform","New Delhi","Ratan Tata","Private Equity",""
"1790","4/19/2016","CollegeDekho","Consumer Internet","College & Student information platform","New Delhi","Man Capital","Private Equity","2000000.0"
"1791","4/19/2016","OYOfit","Consumer Internet","Fitness Services Aggregator platform","Bengaluru","RN Agarwal","Seed Funding",""
"1792","4/19/2016","Oliveboard","Consumer Internet","Online exam practice & preparation platform","Bengaluru","India Educational Investment Fund","Private Equity",""
"1793","4/19/2016","Simplilearn","Consumer Internet","Online certification platform","Bengaluru","Brand Capital","Private Equity",""
"1794","4/20/2016","1mg","E-Commerce","Online Pharmacy","Gurugram","Maverick Capital Ventures, Sequoia Capital, Omidyar Network","Private Equity","15000000.0"
"1795","4/20/2016","Fashalot","Consumer Internet","Fashion and Store discovery mobile app","New Delhi","YourNest Angel Fund, Rajul Garg","Seed Funding",""
"1796","4/20/2016","Broomberg","Consumer Internet","Cleaning Services Provider","New Delhi","Undisclosed Angel investors & HNIs","Seed Funding",""
"1797","4/21/2016","m.paani","Consumer Internet","Loyalty rewards platform","Mumbai","Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners","Seed Funding",""
"1798","4/21/2016","Yufta","E-Commerce","hyperlocal fashion retail platform","Jaipur","Ajay Data & undisclosed HNIs","Seed Funding",""
"1799","4/21/2016","mishTag","Consumer Internet","Style, Fashion Discovery Mobile app","New Delhi","M&Y Partners, SVG Media, Anthil Ventures & others","Seed Funding",""
"1800","4/21/2016","Advanced Structures India","Automobile","Automotive Design and Engineering company","Bengaluru","GirnarSoft","Private Equity",""
"1801","4/22/2016","Licious","E-Commerce","Mobile based Meat ordering App","Bengaluru","Mayfield India II Management Ltd","Private Equity","3000000.0"
"1802","4/22/2016","Knolskae","Consumer Internet","Educational Gamification & Simulation platform","Bengaluru","Inventus Capital Partners, HR Fund","Private Equity",""
"1803","4/22/2016","Druva","Technology","Converged Backup & Data Protection Solutions for Enterprises","Pune","NTT Finance, Telephone Corporation","Private Equity",""
"1804","4/22/2016","TOKO Innovation Studios","Consumer Internet","Children\xe2\x80\x99s Entertainment Games & Products","New Delhi","Indian Angel network","Seed Funding","450000.0"
"1805","4/25/2016","Commut","Consumer Internet","Shuttle Service Provider","Hyderabad","50K Ventures","Seed Funding","200000.0"
"1806","4/25/2016","intouchapp","Consumer Internet","Contact Management Mobile App","Pune","Blume Ventures","Seed Funding",""
"1807","4/25/2016","Dropkaffe","Food & Beverage","Ready-to-Drink Beverage Producer","Bengaluru","GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar","Seed Funding","550000.0"
"1808","4/26/2016","Transerv","Consumer Internet","Digital Payments platform","Mumbai","IDFC SPICE Fund, Micromax Informatics","Private Equity","15000000.0"
"1809","4/26/2016","ClearTax","Consumer Internet","Online filing of Tax returns","Bengaluru","Max Levchin, Scott Banister","Private Equity","1300000.0"
"1810","4/26/2016","Roposo","E-Commerce","Social Fashion ECommerce Discovery platform","Gurugram","Bertelsmann India Investments","Private Equity","15000000.0"
"1811","4/27/2016","MilkBasket","Consumer Internet","Micro Grocery Delivery Platform","Gurugram","EVC Ventures","Seed Funding","500000.0"
"1812","4/27/2016","CareonGO","Consumer Internet","Online Pharmacy","Unknown","Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures","Seed Funding",""
"1813","4/27/2016","RailYatri","Consumer Internet","Train Related Information portal","Noida","Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures","Private Equity",""
"1814","4/27/2016","ICHR","Consumer Internet","Mobile based Children health Information app","New Delhi","Undisclosed","Seed Funding","450000.0"
"1815","4/27/2016","Murgency","Consumer Internet","Medical Emergency Response App","Mumbai","Axilor Ventures","Private Equity",""
"1816","4/28/2016","The Wedding Brigade","Consumer Internet","Online Wedding Information Portal","Mumbai","Blume Ventures & Other unnamed Investors","Seed Funding","600000.0"
"1817","4/28/2016","DocsApp","Consumer Internet","Online Doctor Discovery & Chat platform","Bengaluru","Rebright Partners, Anand Rajaraman, Venky Harinarayan","Private Equity","1200000.0"
"1818","4/29/2016","Impact Guru","Consumer Internet","Online Crowdfunding platform for NGOs & Social Projects","Mumbai","RB Investments, Fundnel","Seed Funding","500000.0"
"1819","4/29/2016","LetReach","E-Commerce","ECommerce SAAS Solutions","New Delhi","vCommission","Private Equity","100000.0"
"1820","3/1/2016","DriveU","Consumer Internet","Chauffeurs Discovery for private car owners","Bengaluru","Unitus Seed Fund","Seed Funding",""
"1821","3/1/2016","Gympik","Consumer Internet","Fitness Centres, Gym Discovery online marketplace","Bengaluru","RoundGlass Partners","Private Equity",""
"1822","3/1/2016","Testbook","Consumer Internet","Online Test Preparation Platform","Mumbai","S Chand & Co","Private Equity",""
"1823","3/1/2016","IQlect","Technology","Big Data Analytics Platform","Bengaluru","Lip-Bu Tan, Michael Marks, Nicolas Braithwaite","Private Equity",""
"1824","3/2/2016","MoMark","Consumer Internet","Mobile Wallet Aggregation platform","Noida","YourNest Angel Fund","Private Equity","600000.0"
"1825","3/2/2016","Skedool","Consumer Internet","AI based Office Assistant Mobile App","Bengaluru","Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai","Seed Funding",""
"1826","3/2/2016","Systemantics","Technology","Industrial robots maker","Bengaluru","Nandan Nilekani, Accel Partners","Private Equity","1400000.0"
"1827","3/3/2016","Vertuals","Technology","Audio Visual Digital Content creators for Brands","Mumbai","Dino Morea","Seed Funding",""
"1828","3/3/2016","Imarticus Learning","Education","Financial Services & Analytics Education Institute","Mumbai","Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna","Private Equity","1000000.0"
"1829","3/3/2016","Shouut","Consumer Internet","Social Discovery Mobile app","New Delhi","Undisclosed investor","Seed Funding","500000.0"
"1830","3/4/2016","TinyStep","Consumer Internet","Parenting Social Network Platform","Bengaluru","Matt Glickman","Private Equity",""
"1831","3/4/2016","Aahaa","E-Commerce","Office Products Super Store","Chennai","YourNest Angel Fund,","Private Equity","1000000.0"
"1832","3/4/2016","Arcatron Mobility","Technology","Smart wheelchair Design and Development","Pune","Sudhir Mehta, Anoop Hingorani","Seed Funding",""
"1833","3/4/2016","FTCash","Consumer Internet","Mobile Payments Platform","Kolkata","IvyCap Ventures","Seed Funding","150000.0"
"1834","3/4/2016","Civilsdaily","Consumer Internet","Civil Services News Aggregator","New Delhi","Manoj Kumar & Other undisclosed investors","Seed Funding",""
"1835","3/4/2016","Zappka","Consumer Internet","Mobile App discovery and review platform","Gurugram","Daman Soni, Rajat Gupta & Others","Seed Funding","100000.0"
"1836","3/4/2016","Tarusa World","E-Commerce","Handicraft products eTailer","Mumbai","Mohit Gulati","Seed Funding",""
"1837","3/4/2016","medECUBE","Healthcare","Healthcare related Services provider","Gurugram","Artiman Ventures","Private Equity","4000000.0"
