"sr_no","date_clean","startup_name","industry_clean","subvertical","city_clean","investors_name","investment_type","amount_clean"
"496","11/15/2017","Sumeru","Technology","Banking Software License Platform","Bengaluru","Undisclosed Investors","Seed Funding","900000.0"
"497","11/15/2017","ElderAid Wellness","Healthcare","Social Healthcare Enterprise","Bengaluru","Rugmini Menon","Angel Funding",""
"498","11/15/2017","Omnia Information","Technology","WiFi Analytics Platform","New Delhi","Omidyar Network","Private Equity","3000000.0"
"499","11/15/2017","Josh Talks","Inspiration","Storytelling platform","Gurugram","Girish Mathrubootham, Apurva Chamaria, Rohit Chanana","Private Equity",""
"500","11/15/2017","Reniso","Technology","End-to-End property management for landlords living away","New Delhi","Nishit Sharma, Alok Srivastava","Seed Funding",""
"501","11/17/2017","Kanhaiya","Inspiration","Storytelling platform","Hyderabad","Undisclosed Investors","Seed/Angel Funding","200000.0"
"502","11/17/2017","Perspectico","Technology","Placement preparation and career growth training platform","New Delhi","SSCBS Innovation, Incubation Foundation (SIIF)","Seed/Angel Funding",""
"503","11/20/2017","ONN Bikes","Technology","Self riding bike rental program","Mumbai","Z Nation Lab","Seed/Angel Funding","692000.0"
"504","11/21/2017","Rapido","Technology","Bike and Taxi pooling online platform","Hyderabad","Skycatcher Fund, Aravind Sanka","Seed/Angel Funding","329230.0"
"505","11/21/2017","Heckyl","Technology","Big Data Analytics Platform","Mumbai","Notion Capital, IDG Ventures","Private Equity","2700000.0"
"506","11/21/2017","Nuvepro","Technology","Managed Cloud Environment Solutions","Mumbai","1Crowd","Seed/Angel Funding","400000.0"
"507","11/21/2017","RedBook","Technology","AI based pharmacy drugs insights platform","Mumbai","Vida Ventures, Dr. Aniruddha Malpani","Seed/Angel Funding","250000.0"
"508","11/21/2017","Portea","Healthcare","Healthcare facilities at doorstep","Bengaluru","Sabre Partners, MEMG CDC","Private Equity","26000000.0"
"509","11/21/2017","Credit Mate","Technology","Vehicle loan approval platform","Mumbai","Paytm","Private Equity",""
"510","11/21/2017","Epiq Capital","Finance","Tech based investor firm","Mumbai","Global Institutional Investors","Private Equity","200000000.0"
"511","11/22/2017","MiStay","Technology","Online Hotel Reservation Platform","Bengaluru","Axilor Ventures","Seed/Angel Funding",""
"512","11/23/2017","WittyFeed","Storytelling","Viral Content and storytelling platform","Indore","Sandeep Aggarwal","Seed/Angel Funding",""
"513","11/24/2017","IDG Ventures","Finance","Venture Capitalist","Bengaluru","Uniliver Ventures","Private Equity","10000000.0"
"514","11/24/2017","TempGo","Technology","IoT and SaaS based transportation platform","Goa","Javelin StartupO Victory Fund","Seed/Angel Funding","250000.0"
"515","11/27/2017","Edelweiss","Finance","Diversified Financial","Mumbai","Undisclosed investors","Private Equity","270000000.0"
"516","11/27/2017","ERA","Technology","Identity management platform","Mumbai","Amit Patni","Seed/Angel Funding","39000.0"
"517","11/27/2017","Smaaash","Technology","Virtual Reality based gaming platform","Mumbai","Sixth Sense Ventures","Private Equity","3800000.0"
"518","11/28/2017","Chumbak","Lifestyle","Designer-led consumer products","Bengaluru","Gaja Capital","Private Equity","13000000.0"
"519","11/28/2017","FR8","Technology","Online Truck aggregator platform","Chennai","IFMR Capital","Debt Funding","1500000.0"
"520","11/28/2017","MobieFit","Healthcare","Health and fitness based mobile App","Goa","NB Ventures, MediAssist","Seed/Angel Funding","1350000.0"
"521","11/28/2017","Stanza Living","Technology","Student accommodation platform","New Delhi","Matrix PArtners, Accel","Private Equity","2000000.0"
"522","10/3/2017","ChqBook","Consumer Internet","Home Loans Aggregation platform","Gurugram","Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha","Seed Funding",""
"523","10/3/2017","HomeCapital","Consumer Internet","Home Loan Down payment assistance program","Mumbai","Venture Catalysts","Seed Funding",""
"524","10/3/2017","Ola Cabs","Consumer Internet","App based cab hailing services","Bengaluru","Tencent, Softbank Group","Private Equity","110000000.0"
"525","10/4/2017","Elanic","Consumer Internet","P2P platform for Fashion sales","Bengaluru","Digital Garage","Seed Funding",""
"526","10/4/2017","CollPoll","Consumer Internet","Education collaboration platform","Bengaluru","Sprout Angels","Seed Funding","306000.0"
"527","10/4/2017","PhonePe","Consumer Internet","Digital Wallet","Bengaluru","Flipkart","Private Equity","38700000.0"
"528","10/5/2017","Little Black Book","Consumer Internet","Local Recommendations and Discoveries Platform","New Delhi","Blume Ventures, IDG Ventures & Indian Angel Network","Private Equity","1000000.0"
"529","10/5/2017","Oorjan","Technology","rooftop solar platform","Mumbai","Globevestor","Seed Funding","450000.0"
"530","10/5/2017","Zefo","E-Commerce","Ecommerce Portal for Used Goods","Bengaluru","Sequoia India, Helion Venture Partners, Beenext","Private Equity","9200000.0"
"531","10/6/2017","Yaantra","E-Commerce","Mobile repair and Refurbishment platform","New Delhi","Carpediem Capital","Private Equity","3100000.0"
"532","10/6/2017","Farm Taaza","Technology","Fresh Produce SCM company","Bengaluru","Epsilon Venture Partners, Tara India Fund IV and others","Private Equity","8000000.0"
"533","10/6/2017","Drivezy","Consumer Internet","Self Drive car and bike rental platform","Bengaluru","Das Capital, Axan Partners, Das Capital and IT Farm","Private Equity","10000000.0"
"534","10/6/2017","Slice Pay","Consumer Internet","Student Micro-financing platform","Bengaluru","Das Capital, Simile Ventures","Private Equity","2000000.0"
"535","10/9/2017","Agrowave","Technology","Agriculture Supply Chain management solutions","Gurugram","Daffodil Software","Seed Funding",""
"536","10/9/2017","MyGubbi","E-Commerce","Home Interior Designing Seller","Bengaluru","Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy","Private Equity","2700000.0"
"537","10/9/2017","IBSFintech","Technology","Treasury Risk Management Solution","Bengaluru","Shailesh Haribhakti","Seed Funding",""
"538","10/9/2017","Letsservice","Consumer Internet","Auto Service Logistics & SAAS platform","Bengaluru","Aequs Group","Private Equity",""
"539","10/9/2017","OneStepUp","Technology","Education Technology platform","New Delhi","Orient BlackSwan","Seed Funding","336000.0"
"540","10/9/2017","ThirdWatch","Technology","AI-powered anti-fraud solutions","Gurugram","Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities","Seed Funding",""
"541","10/10/2017","Parallel Dots","Technology","AI-powered deep learning solutions","Gurugram","Multipoint Capital,","Private Equity","1400000.0"
"542","10/10/2017","Easy Diner","Consumer Internet","online restaurant reservation platform","Gurugram","Saama Capital and DSG Consumer Partners","Private Equity","4500000.0"
"543","10/11/2017","Meesho","E-Commerce","Online Reseller Network","Bengaluru","SAIF Partners, YCombinator, Venture Highway","Private Equity","3100000.0"
"544","10/11/2017","StanPlus","Logistics","Medical Transportation Services","Hyderabad","KStart Capital","Private Equity","1100000.0"
"545","10/12/2017","UCLID","Technology","Education Network for Institutions, teachers & Students","Hyderabad","Undisclosed investors","Seed Funding","235000.0"
"546","10/13/2017","Policy Bazaar","Consumer Internet","Online insurance policy aggregator","Gurugram","Wellington Management, DG Ventures India, True North","Private Equity","77000000.0"
"547","10/13/2017","Gapoon","Consumer Internet","home maintenance services platform","Bengaluru","Vida Ventures, Snehal Mantri, Anshu Bahadur","Seed Funding","250000.0"
"548","10/13/2017","Chaayos","E-Commerce","Online Chai ordering platform","Gurugram","Tiger Global Management","Private Equity","2000000.0"
"549","10/16/2017","KrazyBee","Consumer Internet","Micro-lending platform","Bengaluru","Xiaomi Technologies, Shunwei Capital","Private Equity","8000000.0"
"550","10/16/2017","Renew Buy","Consumer Internet","Online Insurance Aggregator","New Delhi","Amicus Capital","Private Equity","9200000.0"
"551","10/17/2017","Fingerlix","Consumer Internet","Food Ordering Portal","Bengaluru","Accel Partners, Zephyr Peacock","Private Equity","7000000.0"
"552","10/18/2017","Bank Bazaar","Consumer Internet","Online Financial Marketplace","Chennai","Experian","Private Equity","7000000.0"
"553","10/18/2017","Hasura","Technology","App building platform","Chennai","Nexus, GREE Ventures","Private Equity",""
"554","10/18/2017","BlackBuck","Logistics","B2B Logistics provider","Bengaluru","Innoven Capital","Private Equity","7700000.0"
"555","10/18/2017","LenDen Club","Consumer Internet","Online peer-to-peer lending platform","Mumbai","Undisclosed Investor","Seed Funding","500000.0"
"556","10/23/2017","Toppr","Consumer Internet","Mobile based learning app","Mumbai","SAIF Partners, Helion Ventures, FIL Capital Management","Private Equity","7000000.0"
"557","10/23/2017","RAW Pressery","Food & Beverage","Cold pressed Juice maker","Mumbai","DSG Consumer Partners, Sequoia Capital, Saama Capital","Private Equity","6000000.0"
"558","10/23/2017","Cashe","Consumer Internet","app-only lending platform","Mumbai","IFMR Capital","Debt Funding","3100000.0"
"559","10/23/2017","Park Easy","Consumer Internet","Machine learning based parking discovery","Kolkata","Rockstart Accelerator","Seed Funding","118000.0"
"560","10/24/2017","TagBox","Technology","Cold Chain monitoring solution","Bengaluru","Indian Angel network, IAN Fund","Seed Funding",""
"561","10/24/2017","FYRE","Food & Beverage","Herbal energy shot maker","Mumbai","Venture Catalysts","Seed Funding","500000.0"
"562","10/24/2017","ZipLoan","Consumer Internet","SME lending platform","New Delhi","Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh","Private Equity","3000000.0"
"563","10/24/2017","Skillenza","Consumer Internet","Online Learning Platform","Bengaluru","Blume Ventures, Indian Angel Network","Seed Funding","722000.0"
"564","10/24/2017","Chevon","Food & Beverage","Frozen Meat provider","Mumbai","Greenfield Advisory","Private Equity",""
"565","10/25/2017","PropStory","Consumer Internet","Real Estate content portal","Gurugram","Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora","Seed Funding",""
"566","10/25/2017","SpotDraft","Consumer Internet","Contract Automation","Gurugram","Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments","Seed Funding","550000.0"
"567","10/26/2017","Big Basket","E-Commerce","Online Grocery portal","Bengaluru","Helion Ventures Partners","Private Equity","5000000.0"
"568","10/27/2017","OfBusiness","Technology","B2B Finance & Fulfilment Network","Gurugram","Kotak Mahindra Bank","Debt Funding","3800000.0"
"569","10/27/2017","Olly Credit","Technology","Credit + payment mobile app","New Delhi","Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary","Seed Funding",""
"570","10/28/2017","CashFree","Technology","Payments Platform for Marketplaces and Fintechs","New Delhi","Y Combinator","Seed Funding","120000.0"
"571","10/28/2017","Ola Cabs","Consumer Internet","App based cab hailing services","Bengaluru","ANI Technologies Pvt. Ltd","Private Equity","7700000.0"
"572","10/30/2017","GoldFarm","Food & Beverage","Agriculture Technology","Coimbatore","Mahindra & Mahindra and Infuse Ventures","Private Equity","2000000.0"
"573","10/31/2017","NetMeds","E-Commerce","Online Pharmacy","Chennai","TannCam Investment & Sistema Asia Fund","Private Equity","14000000.0"
"574","10/31/2017","MSE","Finance","Equity Stock Exchange","Mumbai","IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala","Private Equity","32000000.0"
"575","9/1/2017","Aahaa Stores","E-Commerce","Online B2B store for office supplies","Chennai","YourNest Angel Fund","Private Equity","1000000.0"
"576","9/1/2017","MFine","Consumer Internet","Online Doctor Discovery platform","Bengaluru","Stellaris Venture Partners, Mayur Abhaya, Rohit MA","Private Equity","1500000.0"
"577","9/1/2017","Canvera","Consumer Internet","Online Photography platform","Mumbai","InfoEdge","Private Equity","1300000.0"
"578","9/4/2017","PrimaryIO","Technology","Application Performance Acceleration","Pune","Accel Partners, Exfinity Ventures, Partech Ventures","Private Equity","5600000.0"
"579","9/5/2017","Shubh Loans","Consumer Internet","online lending platform","Bengaluru","SRI Capital, BeeNext, Pravega Ventures","Private Equity","1500000.0"
"580","9/5/2017","Nest Education","Technology","EduTech Platform","Gurugram","Michael and Susan Dell Foundation, Anand Mahindra","Seed Funding","600000.0"
"581","9/6/2017","Lending Kart","Consumer Internet","Online Lending Platform","Ahmedabad","Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital","Private Equity","10750000.0"
"582","9/6/2017","GoFro","Consumer Internet","Online travel booking platform","New Delhi","HIS Co. Ltd, MakeMyTrip","Private Equity","10000000.0"
"583","9/6/2017","OncoStem","Healthcare","Medical Diagnostic Solutions","Bengaluru","Sequoia Capital India, Artiman Ventures","Private Equity","6000000.0"
"584","9/6/2017","Power2SME","E-Commerce","Buying Club for Small Businesses","Gurugram","International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,","Private Equity","26000000.0"
"585","9/7/2017","Credit Vidya","Consumer Internet","Online Credit scoring platform","Mumbai","Matrix Partners","Private Equity","5000000.0"
"586","9/7/2017","Tails Life","Consumer Internet","Pet care portal & mobile app","Bengaluru","V Balakrishnan.","Private Equity",""
"587","9/7/2017","OYO Rooms","Consumer Internet","Branded budget hotels marketplace","Gurugram","SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise","Private Equity","250000000.0"
"588","9/7/2017","Early Salary","Consumer Internet","Online Unsecured Lending platform","Pune","IFMR Capital","Debt Funding","780000.0"
"589","9/7/2017","MamaEarth","E-Commerce","online babycare products marketplace","Gurugram","Fireside Ventures","Seed Funding",""
"590","9/7/2017","Seniority","E-Commerce","Ecommerce portal for senior citizens","Pune","RPG Enterprises","Private Equity","1000000.0"
"591","9/8/2017","AYE Finance","Consumer Internet","Micro Lending Platform","New Delhi","Triodos Investment Management,","Debt Funding","6900000.0"
"592","9/8/2017","Farmizen","Technology","Agre-Tech Mobile app","Bengaluru","Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,","Seed Funding",""
"593","9/11/2017","Ecom Express","Logistics","Logistics Solutions provider","New Delhi","Warburg Pincus","Private Equity","30000000.0"
"594","9/11/2017","Call Health","Consumer Internet","Healthcare Services Aggregator","Hyderabad","Sachin Tendulkar, P.V SIndhu, Pullela Gopichand","Private Equity","6200000.0"
"595","9/12/2017","Sattviko","E-Commerce","Health Food etailer","New Delhi","Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar","Seed Funding",""
"596","9/12/2017","3HCare","Consumer Internet","Healthcare services portal","New Delhi","Undisclosed Investor","Seed Funding","100000.0"
"597","9/12/2017","Tonbo Imaging","Technology","Imaging Technology for Armed Forces","Bengaluru","WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures","Private Equity","17000000.0"
"598","9/12/2017","Get My Parking","Consumer Internet","Smart Parking Enabler","New Delhi","IAN Fund, Beenext, Indian Angel Network","Private Equity","3000000.0"
"599","9/13/2017","WittyFeed","Technology","Content marketing platform","Indore","Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana","Seed Funding",""
"600","9/13/2017","Glowroad","Consumer Internet","women focussed customer-to-customer reseller network","Bengaluru","Accel Partners,","Private Equity","2000000.0"
"601","9/13/2017","OYO Rooms","Consumer Internet","udget hotel marketplace","Gurugram","China Lodging Group","Private Equity","10000000.0"
"602","9/13/2017","Unacademy","Consumer Internet","Online learning platform","Mumbai","Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,","Private Equity","11500000.0"
"603","9/13/2017","Heterogenous","Technology","Telecom & IoT platform","Chennai","Chennai Angels, Keiretsu Forum & Others","Seed Funding","780000.0"
"604","9/14/2017","Gurukul","Consumer Internet","co-working space provider","New Delhi","Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,","Seed Funding",""
"605","9/14/2017","Smaaash","Technology","Virtual Reality gaming and entertainment platform","Mumbai","ECL Finance","Private Equity","44000000.0"
"606","9/14/2017","WheelStreet","Consumer Portal","Bike Rental Platform","Bengaluru","Y Combinator","Seed Funding","120000.0"
"607","9/14/2017","Xprep","Consumer Internet","Online Tutoring Platform","New Delhi","Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa","Private Equity",""
"608","9/18/2017","The Moms Co","E-Commerce","Pregnancy & Baby Care product etailer","Gurugram","DSG Consumer Partners, Saama Capital","Private Equity","1000000.0"
"609","9/19/2017","Noticeboard","Technology","mobile-first communication platform for on-field staff,","Bengaluru","Shamik Sharma, Aprameya Radhakrishna","Seed Funding",""
"610","9/19/2017","High Radius","Technology","Integrated receivables software solutions","Hyderabad","Susquehanna Growth Equity LLC","Private Equity","50000000.0"
"611","9/20/2017","HWell24 Plus","Healthcare","Technology-Empowered Healthcare Solutions","Mumbai","Undisclosed Investors","Seed Funding",""
"612","9/21/2017","SaveBC","Finance","financial services firm","Gaya","Incofin Investment Management.","Private Equity","6000000.0"
"613","9/21/2017","Gaming Monk","Consumer Internet","E-sports platform","New Delhi","AdvantEdge","Private Equity",""
"614","9/21/2017","91SpringBoard","Consumer Internet","Co-working spaces","New Delhi","Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour","Private Equity",""
"615","9/21/2017","Homergize","E-Commerce","Home Furnishing & Building material marketplace","Bengaluru","LG Chandrasekhar","Private Equity","1000000.0"
"616","9/22/2017","Yatra.com","E-Commerce","Online Travel Agency","Gurugram","InnoVen Capital India","Debt Funding","15400000.0"
"617","9/22/2017","Ace Turtle","Technology","Omni-channel web commerce solutions provider","Bengaluru","InnoVen Capital","Private Equity",""
"618","9/25/2017","Vogo","Consumer Internet","Scooter Rental Platform","Bengaluru","AV Thomas Group","Seed Funding",""
"619","9/25/2017","Synup","Technology","SME Marketing Management Solution","Bengaluru","Vertex Ventures, Prime Venture Partners.","Private Equity","6000000.0"
"620","9/25/2017","Tinmen","Consumer Internet","Food Delivery platform","Hyderabad","Zomato Media Pvt. Ltd","Private Equity",""
"621","9/25/2017","Cropin","Technology","Crop Technology Solutions","Bengaluru","Beenext","Private Equity",""
"622","9/25/2017","Rapido","Consumer Internet","Bike Aggregator Mobile App","Bengaluru","Battery Road Digital Holdings LLC","Seed Funding","422000.0"
"623","9/25/2017","Sportobuddy","Consumer Internet","Sports & Sport related equipment portal","Mumbai","Mehul Shah","Seed Funding","150000.0"
"624","9/26/2017","Credifiable","Consumer Internet","Online consumer lending platform","Bengaluru","Kae Capital","Private Equity",""
"625","9/26/2017","Inclov","Consumer Internet","Matchmaking app for the differently abled","Gurugram","Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl","Seed Funding",""
"626","9/26/2017","Multibhashi","Consumer Internet","Language learning Mobile App","Bengaluru","Aniruddha Malpani, Startup Oasis","Seed Funding",""
"627","9/27/2017","Transerve","Technology","Geospatial Technology-based SaaS solutions","Mumbai","IL&FS Investment Managers, Omidyar Network.","Private Equity","1600000.0"
"628","9/27/2017","Fashalot","Consumer Internet","O2O fashion discovery platform","Gurugram","Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg","Private Equity",""
"629","9/27/2017","Pitstop","Consumer Internet","Car repair and Servicing Platform","Bengaluru","Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg","Private Equity","1000000.0"
"630","9/27/2017","GoChoppers","Consumer Internet","Luxury Helicopter Tourism Services portal","Gurugram","Rivergate Capital,","Seed Funding",""
"631","9/27/2017","MyUpchar","Consumer Internet","Local Language Health Information portal","New Delhi","LetsVenture","Seed Funding","300000.0"
"632","9/28/2017","Aadyah","Technology","Defense Tech & Aerospace startup","Bengaluru","Keiretsu Forum","Private Equity","1000000.0"
"633","8/1/2017","TouchKin","Technology","Predictive Care Platform","Bengaluru","Kae Capital","Private Equity","1300000.0"
"634","8/2/2017","Ethinos","Technology","Digital Marketing Agency","Mumbai","Triton Investment Advisors","Private Equity",""
"635","8/2/2017","Leverage Edu","Consumer Internet","Online platform for Higher Education Services","New Delhi","Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose","Seed Funding",""
"636","8/2/2017","Zepo","Consumer Internet","DIY Ecommerce platform","Mumbai","Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal","Seed Funding","500000.0"
"637","8/2/2017","Click2Clinic","Consumer Internet","healthcare service aggregator","Hyderabad","Narottam Thudi, Shireesh Palle","Seed Funding","850000.0"
"638","8/3/2017","SpeedBox","Logistics","On-Demand Logistics Service provider","Mumbai","Cismat Cargo Services Pvt. Ltd.","Seed Funding","300000.0"
"639","8/3/2017","Skill Connect","Consumer Internet","Recruitment Portal","Jaipur","Rajasthan Angel Investor Network","Seed Funding",""
"640","8/3/2017","Chai Point","Consumer Internet","Tea Delivery Portal & offline stores","Bengaluru","DSG Consumer Partners, Eight Roads Ventures India","Private Equity",""
"641","8/3/2017","Zoctr","Consumer Internet","Health Products & Services Aggregator","Mumbai","SIDBI","Private Equity",""
"642","8/4/2017","Lime Tray","Technology","Restaurant Management Solutions","New Delhi","JSW Ventures","Private Equity",""
"643","8/4/2017","CoutLoot","E-Commerce","Fashion Resale Marketplace","Mumbai","Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,","Seed Funding",""
"644","8/4/2017","Box My Space","Logistics","Warehouse Aggregator","Mumbai","R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments","Seed Funding",""
"645","8/5/2017","Curatio","Healthcare","Skincare Speciality services","Chennai","Anicut Capital","Private Equity",""
"646","8/8/2017","New Castle Technologies","Technology","Hospital Management Software","Chennai","Undisclosed investors","Seed Funding","243000.0"
"647","8/8/2017","My Forex Eye","Consumer Internet","foreign exchange services","New Delhi","Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others","Seed Funding","220000.0"
"648","8/9/2017","TruxApp","Logistics","Mobile based Logistics Service","New Delhi","Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others","Seed Funding","3100000.0"
"649","8/9/2017","CroFarm","Technology","Agriculture Supply Chain solutions","Gurugram","Factor[e] Ventures","Seed Funding","783000.0"
"650","8/9/2017","DoodhWala","Consumer Internet","Online milk delivery","Bengaluru","Tom Varkey","Seed Funding",""
"651","8/10/2017","Stayabode","Consumer Internet","Co-Living space aggregator","Bengaluru","Incubate Fund, Sanjay Shenoy, Mridul Upreti,","Private Equity",""
"652","8/11/2017","Flipkart","E-Commerce","Online Marketplace","Bengaluru","Softbank","Private Equity","2500000000.0"
"653","8/11/2017","Moong Labs","Technology","Mobile games developer","New Delhi","Nazara Games","Private Equity",""
"654","8/11/2017","Ola Cabs","Consumer Internet","App based cab aggregation Service","Gurugram","Tekne Capital Management","Private Equity","36000000.0"
"655","8/14/2017","Sports Flashes","Consumer Internet","Sports Content Mobile App","New Delhi","Bennett, Coleman and Company Ltd (BCCL),","Private Equity",""
"656","8/14/2017","Digilend","Technology","Personal Loans & EMI solutions platform","Mumbai","InCred Finance, Fullerton India Credit Company Ltd","Seed Funding","312000.0"
"657","8/15/2017","KNAB Finance","Consumer Internet","Unsecured Small Business Loans","Bengaluru","InCred, Krishnakumar Natarajan, Ravi Bhardwaj","Seed Funding","385000.0"
"658","8/17/2017","Get Simpl","Consumer Internet","Payment Solution Mobile app","Mumbai","Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP","Seed Funding",""
"659","8/20/2017","Rootefy","E-Commerce","Building material online store","New Delhi","Abhinav Gupta,","Seed Funding","187000.0"
"660","8/21/2017","Uniphore","Technology","speech recognition startup","Chennai","IDG Ventures","Private Equity","6800000.0"
"661","8/21/2017","Cerebroz","Consumer Internet","E-Tech platform","Vadodara","Undisclosed HNI\\xe2\\x80\\x99s","Seed Funding","734000.0"
"662","8/22/2017","Flochat","Consumer Internet","instant messaging platform","Mumbai","iSquare Global,","Seed Funding",""
"663","8/22/2017","EasyGov","Consumer Internet","Govt service application portal","Noida","Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora","Seed Funding",""
"664","8/23/2017","Milk Basket","Consumer Internet","Online Grocery platform","Gurugram","Blume Ventures. Lenovo Capital and Incubator Group (LCIG)","Seed Funding",""
"665","8/23/2017","Dhruva","Technology","Cloud data protection and management solutions","Pune","Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital","Private Equity","80000000.0"
"666","8/23/2017","Bombay Shaving Company","E-Commerce","Men Grooming product etailer","New Delhi","Fireside Ventures","Private Equity","2300000.0"
"667","8/23/2017","Awign","Technology","Operations and manpower outsourcing","Bengaluru","IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,","Seed Funding",""
"668","8/23/2017","Indiez","Technology","Software & Mobile app development platform","Bengaluru","Haresh Chawla","Seed Funding","500000.0"
"669","8/24/2017","Ezetap","Technology","mPOS solutions provider","Bengaluru","JS Capital Management, Social Capital, Horizons Ventures,","Private Equity","16000000.0"
"670","8/25/2017","Ink Monk","Consumer Internet","Online printing marketplace","Chennai","VAMM Ventures, Raksul, Dena","Seed Funding","750000.0"
"671","8/25/2017","Medinfi","Consumer Internet","Online Doctor Discovery Platform","Bengaluru","PBS Srinivas, Vinod Martin,","Seed Funding","125000.0"
"672","8/28/2017","Mobikon","Technology","Restaurant & Hotel CRM platform","Pune","Sistema Asia Fund, C31 Ventures, Qualgro.","Private Equity","7000000.0"
"673","8/29/2017","CureFit","Consumer Internet","End to End health and wellness platform.","Bengaluru","Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund","Private Equity","25000000.0"
"674","8/29/2017","Doxper","Technology","Healthtech IoT platform","Mumbai","idal Health, growx ventures, Capier Investments, Globevestor & others","Seed Funding","750000.0"
"675","8/29/2017","Fieldassist","Technology","SAAS based sales force automation services","Gurugram","Small Industries Development Bank of India (SIDBI)","Debt Funding",""
"676","8/30/2017","Treebo","Consumer Internet","Budget Hotel Aggregator platform","Bengaluru","Ward Ferry Management and Karst Peak Capital,","Private Equity","34000000.0"
"677","8/30/2017","MedGenome","Technology","Genomics Research and Diagnostics Solutions","Bengaluru","Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,","Private Equity","30000000.0"
"678","7/1/2017","Billion Loans","Consumer Internet","Peer to Peer Lending platform","Bengaluru","Reliance Corporate Advisory Services Ltd","Seed Funding","1000000.0"
"679","7/3/2017","Ecolibriumenergy","Technology","Energy management solutions provider","Ahmedabad","Infuse Ventures, JLL","Private Equity","2600000.0"
"680","7/4/2017","Droom","E-Commerce","Online marketplace for automobiles","Gurugram","Asset Management (Asia) Ltd, Digital Garage Inc","Private Equity","20000000.0"
"681","7/5/2017","Jumbotail","E-Commerce","online marketplace for food and grocery","Bengaluru","Kalaari Capital, Nexus India Capital Advisors","Private Equity","8500000.0"
"682","7/5/2017","Moglix","E-Commerce","B2B marketplace for Industrial products","Noida","International Finance Corporation, Rocketship, Accel Partners, Jungle Ventures, Shailesh Rao, Venture Highway","Private Equity","12000000.0"
"683","7/5/2017","Timesaverz","Consumer Internet","Hyperlocal home services provider","Mumbai","BCCL","Private Equity","1000000.0"
"684","7/6/2017","Minjar","Technology","Cloud Solutions provider","Bengaluru","Blume Ventures, Contrarian Capital India Partners, Emergent Ventures India, Pallav Nadhani, Ashish Gupta, Sharad Sharma, Sirion Labs","Seed Funding",""
"685","7/6/2017","MyCity4kids","Consumer Internet","parenting blog and kids\\xe2\\x80\\x99 events discovery platform","Gurugram","Unknown","Seed Funding",""
"686","7/7/2017","Clip App","Consumer Internet","Digital Media Video platform","Bengaluru","India Quotient, Shunwei Capital","Seed Funding","1000000.0"
"687","7/7/2017","Upwardly.in","Consumer Internet","MF investment platform","Bengaluru","Sreeram Iyer, Suvo Sarkar, Anita Gupta, Likemind Ventures","Seed Funding",""
